English,Fon
"“Therefore let all Israel be assured of this: God has made this Jesus, whom you crucified, both Lord and Christ.” ","“Izlayɛ́li ví lɛ́ɛ bǐ ní bó tunwun ganjí ɖɔ Jezu énɛ́ e mi ká nyi aklúzu jí ɔ́ wɛ Mawu sɔ́ Aklúnɔ, bó lɛ́ sɔ́ Klísu.” "
"When the people heard this, they were cut to the heart and said to Peter and the other apostles, “Brothers, what shall we do?” ","Ée yě se xó énɛ́ ɔ́, é hɛn hǔn nú yě ɖésú, bɔ yě kanbyɔ́ Piyɛ́ɛ kpódó mɛsɛ́dó lɛ́ɛ kpán ɖɔ: “Nɔví ce lɛ́ɛ mi! Étɛ́ mǐ ká ɖó ná wa?” "
"Peter replied, “Repent and be baptized, every one of you, in the name of Jesus Christ for the forgiveness of your sins. And you will receive the gift of the Holy Spirit. ","Piyɛ́ɛ ka yí gbe nú yě ɖɔ: “Mi lɛ́ kɔ sín hwɛ mitɔn lɛ́ɛ gúdo; ɖokpó ɖokpó mitɔn ní lɛ yɛhwesin ɖo Jezu Klísu nyǐkɔ mɛ, bónú Mawu ná sɔ́ hwɛ mitɔn lɛ́ɛ kɛ mi, bɔ mi ná mɔ Yɛsinsɛn e nyí nǔníná Mawu tɔn ɔ́ yí. "
The promise is for you and your children and for all who are far off–for all whom the Lord our God will call.” ,"Đó mi kpódó vǐ mitɔn lɛ́ɛ kpán wɛ Mawu dó akpá tɔn ná, káká yi jɛ mɛ e ɖo zɔga lɛ́ɛ bǐ sésé jí, mɛ e Aklúnɔ Mawu mǐtɔn ná ylɔ́ wá é ɖésú gɔ́n lɛ́ɛ.” "
"With many other words he warned them; and he pleaded with them, “Save yourselves from this corrupt generation.” ","Piyɛ́ɛ ka lɛ́ ɖɔ xó gěgé ɖěvo nú yě, bó ná dó dɔn yě wá Mawu li jí, bó lɛ́ dó ná akɔ́nkpinkpan yě. É ɖɔ nú yě ɖɔ: “Mi hɔn sín gbɛtɔ́ dídá din tɔn élɔ́ lɛ́ɛ mɛ.” "
"Those who accepted his message were baptized, and about three thousand were added to their number that day. ","Mɛ e yí Piyɛ́ɛ xó se lɛ́ɛ ka lɛ yɛhwesin. Yě bǐ kplékplé yi afɔwó afatɔ́n (3.000) mɔ̌, bó jɛ yě jí gbe énɛ́ gbe. "
"They devoted themselves to the apostles' teaching and to the fellowship, to the breaking of bread and to prayer. ","Yě nɔ́ ɖó kan dó mɛsɛ́dó lɛ́ɛ sín nǔkplɔ́nmɛ kpódó kpɔ́ninɔ ɖo nɔví mɛ kpó wú, bó nɔ́ ɖó kan dó kɔnɖókpɔ́núɖuɖu ɔ́ kpódó ɖɛxixo kpó wú. "
"Everyone was filled with awe, and many wonders and miraculous signs were done by the apostles. ",Đokpó ɖokpó yětɔn ɖo xɛsi ɖi wɛ
All the believers were together and had everything in common. ,"Yě mɛ e ɖi nǔ lɛ́ɛ bǐ sésé nɔ́ nɔ kpɔ́, bó nɔ́ kplé nǔ yětɔn lɛ́ɛ bǐ ɖó kpɔ́. "
"Selling their possessions and goods, they gave to anyone as he had need. ","Yě nɔ́ sa nǔ yětɔn lɛ́ɛ, bó nɔ́ má akwɛ́ tɔn ɖo yěɖée tɛ́ntin lě e nǔ tɔn hu dó mɛ ɖokpó ɖokpó gbɔn é. "
"Every day they continued to meet together in the temple courts. They broke bread in their homes and ate together with glad and sincere hearts, ","Ayǐhɔ́ngbe ayǐhɔ́ngbe ɔ́, yě nɔ́ yi kplé ɖo sinsɛnxɔ mɛ; yě nɔ́ ɖu nǔ ɖó kpɔ́ gbɔn xwé yětɔn lɛ́ɛ gbe xwé yětɔn lɛ́ɛ gbe, bó nɔ́ lɛ́ ɖu nǔ kpó xomɛhunhun kpó, kpó ayixa ɖokpó kpó. "
praising God and enjoying the favor of all the people. And the Lord added to their number daily those who were being saved.One day Peter and John were going up to the temple at the time of prayer–at three in the afternoon. ,"Yě nɔ́ kpa susu nú Mawu, bɔ mɛ bǐ yí wǎn nú yě. Ayǐhɔ́ngbe ayǐhɔ́ngbe ɔ́, Aklúnɔ ka nɔ́ dɔn mɛ e é hwlɛ́n gán lɛ́ɛ wá gɔ́ nú yě.Piyɛ́ɛ kpódó Jǎan kpó xwe sinsɛnxɔ mɛ, gan atɔn mɛ hwelɛ́kɔ sín ɖɛxixo hwenu. "
"Now a man crippled from birth was being carried to the temple gate called Beautiful, where he was put every day to beg from those going into the temple courts. ","Nya ɖé ka tíin, bó kú sé sín hwenu e è ko ji i é. Ayǐhɔ́ngbe ayǐhɔ́ngbe ɔ́, è nɔ zé nya énɛ́ wá ɖó xɔ ɔ́ sín hɔn e è nɔ ylɔ́ ɖɔ “hɔn ɖɛkpɛ ɖɛkpɛ” ɔ́ nukɔn, bónú é ná nɔ́ byɔ́ nǔ mɛ e nɔ gbɔn fínɛ́ byɔ́ sinsɛnxɔ mɛ lɛ́ɛ. "
"When he saw Peter and John about to enter, he asked them for money. ","Ée nya énɛ́ mɔ Piyɛ́ɛ kpódó Jǎan kpán ɖo sinsɛnxɔ mɛ ná byɔ́ wɛ ɔ́, é byɔ́ nǔ yě. "
"Peter looked straight at him, as did John. Then Peter said, “Look at us!” ","Yě ka bɔ nukún nyi wǔ tɔn, bɔ Piyɛ́ɛ ɖɔ n'i ɖɔ jí: “Kpɔ́n mǐ.” "
"So the man gave them his attention, expecting to get something from them. ","Sékúnɔ ɔ́ ka jɛ yě kpɔ́n jí ma ɖe nukún, bó vɛdó ɖɔ nǔɖé ná ná émí wɛ yě ɖe sín. "
"Then Peter said, “Silver or gold I do not have, but what I have I give you. In the name of Jesus Christ of Nazareth, walk.” ","Piyɛ́ɛ ka ɖɔ n'i ɖɔ jí: “Un ɖó akwɛ́ ǎ, un ka ɖó siká ǎ, lo ɔ́, nǔ e un ɖó ɔ́, un ná ná we; ɖo Jezu Klísu Nazalɛ́tinu ɔ́ sín nyǐkɔ mɛ ɔ́: ɖi zɔnlin.” "
"Taking him by the right hand, he helped him up, and instantly the man's feet and ankles became strong. ","Piyɛ́ɛ ɖɔ mɔ̌ bó hɛn alɔ tɔn ɖisí ɔ́, bó sɔ́ ɛ sí te, bɔ azɔn ɖokpó ɔ́, sékúnɔ ɔ́ sín afɔ lɛ́ɛ kpódó afɔgómɛ tɔn lɛ́ɛ kpó syɛ́n, "
"He jumped to his feet and began to walk. Then he went with them into the temple courts, walking and jumping, and praising God. ","bɔ é lɔ́n xwete, bó jɛ zɔnlin ɖi jí, bó xwedó yě byɔ́ sinsɛnxɔ ɔ́ mɛ, bó ɖo zɔnlin ɖi wɛ, bó ɖo jǐ lɔ́n yi wɛ, bó ɖo susu kpa nú Mawu wɛ. "
"When all the people saw him walking and praising God, ","Togun ɔ́ bǐ sésé mɔ ɛ ɖo zɔnlin ɖi wɛ, bó ɖo susu kpa nú Mawu wɛ. "
"they recognized him as the same man who used to sit begging at the temple gate called Beautiful, and they were filled with wonder and amazement at what had happened to him. ","Ée mɛ bǐ wá tunwun ɖɔ nya e nɔ ɖo ayǐjínjɔ́n, bó nɔ́ ɖo nǔ byɔ́ wɛ ɖo “Hɔn ɖɛkpɛ ɖɛkpɛ” ɔ́ nukɔn ɔ́ wɛ ɔ́, nǔ énɛ́ e jɛ dó wǔ tɔn ɔ́ kpácá yě, bó fyán yě. "
"While the beggar held on to Peter and John, all the people were astonished and came running to them in the place called Solomon's Colonnade. ","Nya ɔ́ ka sɔ́ lɛ́ kɔ sín Piyɛ́ɛ kpódó Jǎan kpán gúdo ǎ, bɔ nǔ énɛ́ lɛ́ɛ kpácá togun ɔ́ bǐ, bɔ yě nyi ahwan wá mɔ yě, ɖo fí e è nɔ ylɔ́ ɖɔ Salomɔ́ɔ gba jí é. "
"When Peter saw this, he said to them: “Men of Israel, why does this surprise you? Why do you stare at us as if by our own power or godliness we had made this man walk? ","Ée Piyɛ́ɛ mɔ mɔ̌ é ɔ́, é yí xó, bó ɖɔ nú togun ɔ́ ɖɔ: “Izlayɛ́li ví e mi! Étɛ́wú azɔn e gbɔ nú nya élɔ́ ɔ́ nɔ́ kpácá mi? Étɛ́wú mi nɔ kpɔ́n mǐ mɔ̌, ɖi hlɔ̌nhlɔ́n mǐ ɖésúnɔ tɔn, abǐ Mawu sísí mǐtɔn wɛ wa nǔ, bɔ nya élɔ́ ɖo zɔnlin ɖi wɛ ɖɔhun?” "
"The God of Abraham, Isaac and Jacob, the God of our fathers, has glorified his servant Jesus. You handed him over to be killed, and you disowned him before Pilate, though he had decided to let him go. ","Mawu Ablaxámu tɔn, Izáki tɔn, Jakɔ́bu tɔn, Mawu tɔ́gbó mǐtɔn lɛ́ɛ tɔn wɛ sɔ́ mɛsɛntɔ́ tɔn Jezu sɔ́ su. Jezu e mi jó nú gǎn lɛ́ɛ, lobo gbɛ́ ɛ ɖo Pilátu nukɔn hwenu e éyɛ́ jló ná ɖe e nyi te é. "
You disowned the Holy and Righteous One and asked that a murderer be released to you. ,"Midɛɛ lɛ́ɛ ɔ́, mi gbɛ́ mɛ e nyí mɛ mímɛ́, bó nyí hwɛjijɔnɔ ɔ́, bó ka byɔ́ ɖɔ è nǐ ɖe mɛ e nyí mɛhutɔ́ ɔ́ nyi te. "
"You killed the author of life, but God raised him from the dead. We are witnesses of this. ","Mi zɔ́n bɔ è hu mɛ e nyí gbɛnámɛtɔ́ ɔ́. Mawu ka fɔ́n ɛ sín kú, bɔ mǐ ɖo kúnnu ɖe ná wɛ. "
"By faith in the name of Jesus, this man whom you see and know was made strong. It is Jesus' name and the faith that comes through him that has given this complete healing to him, as you can all see. ","Nǔɖiɖi ɖó nú hlɔ̌nhlɔ́n e Jezu sín nyǐkɔ ɖó ɔ́ zɔ́n, bɔ nyǐkɔ énɛ́ ná hlɔ̌nhlɔ́n nya e mi ko tunwun, bó ka ɖo mimɔ wɛ din é; nǔɖiɖi ɖó n'i wɛ zɔ́n, bɔ nya élɔ́ sín azɔn gbɔ bǐ sésé lě e mi ɖésúnɔ ɖo mimɔ gbɔn wɛ din é. "
"“Now, brothers, I know that you acted in ignorance, as did your leaders. ","Din ɔ́, nɔví ce lɛ́ɛ mi; un tunwun ɖɔ nǔ énɛ́ e mi kpódó gǎn mitɔn lɛ́ɛ kpó dó sin xá Jezu ɔ́, mi kún tunwun cóbó bló ó. "
"But this is how God fulfilled what he had foretold through all the prophets, saying that his Christ would suffer. ","Lo ɔ́, nǔ e Mawu ko ɖɔ ɖ'ayǐ ɖɔ Klísu émítɔn ɖó ná ji ya ɔ́ wɛ é bló. "
"Repent, then, and turn to God, so that your sins may be wiped out, that times of refreshing may come from the Lord, ","Hǔn mi bo lɛ́ kɔ sín hwɛ mitɔn lɛ́ɛ gúdo, bó wá Mawu gɔ́n, bónú é ná súnsún hwɛ mitɔn lɛ́ɛ. "
"and that he may send the Christ, who has been appointed for you–even Jesus. ","Aklúnɔ Mawu ná sɛ́ fífá sín hwenu lɛ́ɛ dó mi, bó ná sɛ́ mɛ e é ko sɔ́ ɖ'ayǐ nú mi ɔ́ dó mi; mɛ ɔ́ wɛ nyí Jezu Klísu. "
"He must remain in heaven until the time comes for God to restore everything, as he promised long ago through his holy prophets. ","Amɔ̌, din ɔ́, Jezu ná to ɖo Mawu gɔ́n hwɛ̌, káká jɛ hwenu e Mawu ná lɛ́ vɔ́ nǔ bǐ húzú dó, lě e é ko ɖɔ gbɔn ɖ'ayǐ xóxó gbɔn gbeyíɖɔ mímɛ́ tɔn lɛ́ɛ jí é. "
"For Moses said, ‘The Lord your God will raise up for you a prophet like me from among your own people; you must listen to everything he tells you. ",Mɔyízi ko ɖɔ jí: “Aklúnɔ Mawu mitɔn ná bló bɔ gbeyíɖɔ nyɛ ɖɔhun ɖokpó ná tɔ́n ɖo togun mitɔn mɛ. Mi ná ɖótó nǔ e é ná ɖɔ nú mi lɛ́ɛ bǐ sésé. 
Anyone who does not listen to him will be completely cut off from among his people.’ ,"Mɛ ɖěbǔ ma ká ɖótó gbeyíɖɔ énɛ́ ɔ́ ǎ ɔ́, è nǎ ɖe e sín togun ɔ́ mɛ, bó hu i.” "
"“Indeed, all the prophets from Samuel on, as many as have spoken, have foretold these days. ","Mɔ̌ ɖokpó ɔ́, gbeyíɖɔ Mawu tɔn e jí Mawu ɖɔ xó gbɔn, bɛ́ sín Samuwɛ́li jí lɛ́ɛ bǐ ɖɔ xó dó azǎn élɔ́ lɛ́ɛ wú ɖě jɛ ɖě gúdo. "
"And you are heirs of the prophets and of the covenant God made with your fathers. He said to Abraham, ‘Through your offspring all peoples on earth will be blessed.’ ","Mi lɔmɔ̌ ɔ́, Jwifu wɛ mi nyí, bɔ akɔ e Mawu jɛ xá tɔ́gbó mitɔn lɛ́ɛ gbɔn gbeyíɖɔ tɔn lɛ́ɛ jí ɔ́ nyí mitɔn, ɖó Mawu ko dó akpá tɔn nú tɔ́gbó mitɔn Ablaxámu ɖɔ jí: “Vǐ towe lɛ́ɛ jí wɛ un ná gbɔn, bó ná xo ɖɛ ɖagbe dó hɛ̌nnu e ɖo wɛ̌kɛ́ ɔ́ mɛ lɛ́ɛ bǐ jí.” "
"When God raised up his servant, he sent him first to you to bless you by turning each of you from your wicked ways.”The priests and the captain of the temple guard and the Sadducees came up to Peter and John while they were speaking to the people. ","Hǔn, midɛɛ lɛ́ɛ wɛ nyí mɛ nukɔn tɔn e Mawu sɛ́ Jezu dó é. É sɛ́ ɛ dó bónú é ná lɛ́ kɔ nú ɖokpó ɖokpó mitɔn sín nǔ nyanya e mi nɔ wa lɛ́ɛ gúdo, bó ná xo ɖɛ dó mi jí.Piyɛ́ɛ kpódó Jǎan kpán kpo ɖo xó ɖɔ nú togun ɔ́ wɛ, bɔ vɔ̌sánú-xwlémawutɔ́ lɛ́ɛ kpódó sinsɛnxɔcɔ́tɔ́ lɛ́ɛ sín gǎn kpó, sinsɛngbɛ́ e è nɔ ylɔ́ ɖɔ Saduseɛn lɛ́ɛ kpó wá xwetɔ́n. "
They were greatly disturbed because the apostles were teaching the people and proclaiming in Jesus the resurrection of the dead. ,"Nǔ e kplɔ́n togun ɔ́ wɛ mɛsɛ́dó we énɛ́ lɛ́ɛ ɖe, bó ɖɔ Jezu fɔ́n sín kú, lobo dó ɖo ɖiɖe xlɛ́ gbɔn fínɛ́ wɛ ɖɔ mɛkúkú lɛ́ɛ ná fɔ́n sín kú ɔ́, é vɛ́ yě wú, "
"They seized Peter and John, and because it was evening, they put them in jail until the next day. ","bɔ yě wlí mɛsɛ́dó énɛ́ lɛ́ɛ yi dó gankpá mɛ, bɔ yě nɔ́ fínɛ́ káká bɔ ayǐ hɔ́n; ɖó hwe ko ɖo xɔ yi wɛ. "
"But many who heard the message believed, and the number of men grew to about five thousand. ","Nǔ ka ɖo mɔ̌ có, mɛ e se xó e mɛsɛ́dó lɛ́ɛ ɖɔ ɔ́ gěgé ɖi nǔ. Mɛ e ɖi nǔ lɛ́ɛ ná yi děgba ɖě afatɔ́n (5.000) mɔ̌. "
"The next day the rulers, elders and teachers of the law met in Jerusalem. ","Ayǐhɔ́ngbe tɔn ɔ́, Jwifugán lɛ́ɛ, tomɛxó lɛ́ɛ, kpódó sɛ́nkplɔ́nmɛtɔ́ lɛ́ɛ kpán wá kplé ɖo Jeluzalɛ́mu. "
"Annas the high priest was there, and so were Caiaphas, John, Alexander and the other men of the high priest's family. ","Vɔ̌sánú-xwlémawutɔ́ ɖaxó Hanna ɖo tɛn énɛ́ mɛ, kpódó Kayífu kpó, kpó Jǎan kpó, kpódó Alɛsándlu kpó, kpódó vɔ̌sánú-xwlémawutɔ́ ɖaxó ɔ́ sín hɛ̌nnumɔ lɛ́ɛ bǐ sésé kpán. "
They had Peter and John brought before them and began to question them: “By what power or what name did you do this?” ,"Yě zɔ̌n bɔ è kplá Piyɛ́ɛ kpódó Jǎan kpán wá nukɔn yětɔn, bɔ yě kanbyɔ́ yě ɖɔ jí: “Mɛ̌ sín acɛ mɛ abǐ mɛ̌ sín nyǐkɔ mɛ mi ka bló nǔ énɛ́ dó?” "
"Then Peter, filled with the Holy Spirit, said to them: “Rulers and elders of the people! ","Hwenɛ́nu ɔ́, Yɛsinsɛn gɔ́ ayi mɛ nú Piyɛ́ɛ bɔ é ɖɔ nú yě ɖɔ jí: “Gǎn lɛ́ɛ mi; tomɛxó lɛ́ɛ mi; "
"If we are being called to account today for an act of kindness shown to a cripple and are asked how he was healed, ","mi ɖo hwɛ ɖɔ xá mǐ wɛ égbé, ɖó mǐ wa ɖagbe nú sékúnɔ ɖé, bɔ mi jló ná tunwun lě e mǐ wa gbɔn, bó gbɔ azɔn n'i ɔ́; é má nyí mɔ̌ wɛ ǎ cé? "
"then know this, you and all the people of Israel: It is by the name of Jesus Christ of Nazareth, whom you crucified but whom God raised from the dead, that this man stands before you healed. ","Mi bǐ kpódó Izlayɛ́li togun ɔ́ lɔmɔ̌ kpó ní tunwun ɖɔ Jezu Klísu Nazalɛ́tinu e mi ká nyi aklúzu jí, bɔ Mawu ka fɔ́n ɛ sín kú ɔ́ sín nyǐkɔ mɛ wɛ nya énɛ́ ɖo ganjí ɖe, bó ɖo te nukɔn mitɔn din. "
"He is “ ‘the stone you builders rejected, which has become the capstone. ’ ","Jezu énɛ́ sín xó wɛ è ko ɖɔ ɖo Mawuxówéma ɔ́ mɛ ɖɔ jí: ‘Awǐnnya e mi xɔmɛtɔ́ lɛ́ɛ má sɔ́ dó mɔ nǔɖéwanú ǎ, bó xo nyi kɛ́n ɔ́, wá húzú awǐnnya tají ɔ́, awǐnnya zwe jí tɔn ɔ́.’ "
"Salvation is found in no one else, for there is no other name under heaven given to men by which we must be saved.” ","É ɖokpónɔ géé jɛ́n sixú hwlɛ́n mɛ gán; ɖó, gbɔn gbɛ ɔ́ bǐ mɛ ɔ́, Mawu sɔ́ ná mɛ ɖěvo gbɛtɔ́ lɛ́ɛ ɖo fí ɖěbǔ, bɔ mi ná mɔ hwlɛngán gbɔn jǐ tɔn ǎ.” "
"When they saw the courage of Peter and John and realized that they were unschooled, ordinary men, they were astonished and they took note that these men had been with Jesus. ","Mɛ e ɖo toxóɖɔgbɛ́ ɔ́ mɛ lɛ́ɛ mɔ ɖɔ Piyɛ́ɛ kpódó Jǎan kpán ɔ́, gbɛtɔ́ yǎyá ɖé kpowun wɛ yě nyí; yě kún se wěma ɖé ó; lě e yě ka gbó adɔ, bó ɖo xó ɖɔ gbɔn wɛ ɔ́ nyí nǔɖé, bó kpácá yě tlala. Yě ka mɔ nǔ jɛ yě wú ganjí ɖɔ yě mɛ e ko zɔn xá Jezu lɛ́ɛ ɖěe wɛ. "
"But since they could see the man who had been healed standing there with them, there was nothing they could say. ","Lo ɔ́, ée yě mɔ mɛ e yě gbɔ azɔn ná ɔ́ ɖo te ɖo yě kpá ɔ́, yě sɔ́ tunwun nǔ e yě ná ɖɔ d'é wú ɔ́ ǎ. "
So they ordered them to withdraw from the Sanhedrin and then conferred together. ,"Yě ka ɖɔ nú yě ɖɔ yě ní tɔ́n sín toxóɖɔgbɛ́ ɔ́ xɔsá, bó jɛ xó ɔ́ gbéjé kpɔ́n jí ɖo yěɖée tɛ́ntin. "
"“What are we going to do with these men?” they asked. “Everybody living in Jerusalem knows they have done an outstanding miracle, and we cannot deny it. ","Yě nɔ́ ɖɔ jí: “Nɛ̌ mǐ ká ná wa nya énɛ́ lɛ́ɛ sín nǔ gbɔn? Đó nǔ e Mawu jlɛ́ gbɔn yě jí din ɔ́ ɖo gannaganna; Jeluzalɛ́mu toxo ɔ́ bǐ wɛ mɔ nukúnnú jɛ wú céɖécéɖé ɖɔ yě wɛ bló, bɔ mǐ sixú gbɛ́ ǎ. "
"But to stop this thing from spreading any further among the people, we must warn these men to speak no longer to anyone in this name.” ","Lo ɔ́, mǐ ná tɛ́nkpɔ́n nú xó ɔ́ má sɔ́ gba kpé d'é jí ɖo togun ɔ́ mɛ ó; mǐ ná ván nukún dó yě, bó dó sɛ́n nú yě ɖɔ yě ma sɔ́ ɖɔ xó nú mɛ ɖěbǔ ɖo Jezu nyǐkɔ mɛ ó.” "
Then they called them in again and commanded them not to speak or teach at all in the name of Jesus. ,"Ée yě ɖɔ mɔ̌ ɔ́, yě ylɔ́ Piyɛ́ɛ kpódó Jǎan kpán, bó dó sɛ́n nú yě syɛ́nsyɛ́n ɖɔ yě ma sɔ́ ɖɔ xó dó Jezu nyíkɔ mɛ ɖě ó, yě ma ka sɔ́ kplɔ́n nǔ mɛ dó nyǐkɔ tɔn mɛ ɖě ó. "
"But Peter and John replied, “Judge for yourselves whether it is right in God's sight to obey you rather than God. ","Piyɛ́ɛ kpódó Jǎan kpán ka yí xó, bó ɖɔ nú yě ɖɔ: “Mi ɖésú mi kpɔ́n ɖɔ é sɔgbe ɖo Mawu nukɔn ɖɔ è nǐ se tónú nú mi hú è nǐ se tónú nú Mawu ají. "
For we cannot help speaking about what we have seen and heard.” ,"Mǐdɛɛ lɛ́ɛ ɔ́, nǔ e mǐ mɔ, lobo se ɔ́, mǐ sixú gɔn ɖiɖɔ gbeɖé ǎ.” "
"After further threats they let them go. They could not decide how to punish them, because all the people were praising God for what had happened. ","Ée yě ɖɔ mɔ̌ ɔ́, mɛ e ɖo toxóɖɔgbɛ́ ɔ́ mɛ lɛ́ɛ lɛ́ ván nukún dó yě, lobo jó yě. Yě tunwun lě e yě ná dɔn tó nú yě gbɔn é ǎ, ɖó togun ɔ́ wú. Đó togun ɔ́ bǐ wɛ ɖo susu kpa nú Mawu wɛ, ɖó nǔ énɛ́ e jɛ ɔ́ wú. "
For the man who was miraculously healed was over forty years old. ,Nya e sín azɔn gbɔ gbɔn nǔ e Jezu jlɛ́ gbɔn yě jí nɛ́ ɔ́ gbla mɛ ɔ́ ko ɖó xwe kanɖé (40) zɛ wú. 
"On their release, Peter and John went back to their own people and reported all that the chief priests and elders had said to them. ","Ée è jǒ Piyɛ́ɛ kpódó Jǎan kpán gúdo ɔ́, yě lɛ́ kɔ yi gbɛ̌ yětɔn lɛ́ɛ gɔ́n, bɔ nǔ e vɔ̌sánú-xwlémawutɔ́gán lɛ́ɛ kpódó tomɛxó lɛ́ɛ kpán ɖɔ ɔ́, yě wlí bǐ ɖɔ nú yě. "
"When they heard this, they raised their voices together in prayer to God. “Sovereign Lord,” they said, “you made the heaven and the earth and the sea, and everything in them. ","Ée gbɛ̌ yětɔn lɛ́ɛ se xó énɛ́ lɛ́ɛ ɔ́, yě bǐ ɖó gbe kpɔ́, bó ɖɔ nú Mawu ɖɔ: “Aklúnɔ! Hwi wɛ bló jǐxwé kpódó ayǐkúngban kpán, bó lɛ́ bló xu kpódó nǔ e ɖ'é mɛ lɛ́ɛ bǐ sésé kpán. "
"You spoke by the Holy Spirit through the mouth of your servant, our father David: “ ‘Why do the nations rage and the peoples plot in vain? ","Hwi wɛ gbɔn Yɛsinsɛn jí, bó sɔ́ xó élɔ́ lɛ́ɛ dó nu mɛ nú mɛsɛntɔ́ towe tɔ́gbó mǐtɔn Davídi, bɔ é ɖɔ: ‘Étɛ́wú mɛ e ma nyí Jwifu ǎ lɛ́ɛ ka ɖo adǎn jí? Étɛ́wú togun ɔ́ bǐ ka ɖo gbě blá wɛ dó wǔvɔ́? "
The kings of the earth take their stand and the rulers gather together against the Lord and against his Anointed One. ’ ,"Axɔ́sú e ɖo wɛ̌kɛ́ ɔ́ mɛ lɛ́ɛ sɔ́ ahwan nú, bɔ gǎn lɛ́ɛ ɖó gbe kpɔ́, bó tɔ́n ahwan Aklúnɔ Mawu kpó Klísu tɔn kpó.’ "
"Indeed Herod and Pontius Pilate met together with the Gentiles and the people of Israel in this city to conspire against your holy servant Jesus, whom you anointed. ","Nǔgbó ɔ́, gbe wɛ Elódu kpódó Pɔ́nsu Pilátu kpó ɖó kpɔ́ ɖo tomɛ fí xá mɛ e ma nyí Jwifu ǎ lɛ́ɛ, kpódó Izlayɛ́li ví lɛ́ɛ kpán, bó fɔ́n gǔ dó mɛsɛntɔ́ towe mímɛ́ Jezu, e a sɔ́ Klísu ɔ́ jí. "
They did what your power and will had decided beforehand should happen. ,"Yě ɖó gbe kpɔ́, bó bló nǔ e hwi ɖésúnɔ kó jló, bó kó ɖe wě tɔn ɖ'ayǐ ɖo hlɔ̌nhlɔ́n towe mɛ ɔ́ bǐ. "
"Now, Lord, consider their threats and enable your servants to speak your word with great boldness. ","Din ɔ́, Aklúnɔ, kpɔ́n adǎn e gblɔ́n nú mǐ wɛ yě ɖe é, bó bló bónú mǐ mɛ mɛsɛntɔ́ towe lɛ́ɛ ná ɖó akɔ́nkpinkpan, bó jlá xó towe kpódó jiɖiɖe bǐ kpán. "
Stretch out your hand to heal and perform miraculous signs and wonders through the name of your holy servant Jesus.” ,"Dlɛ̌n alɔ towe, bónú nǔjlɛ́jlɛ́ lɛ́ɛ kpódó nǔdábaɖa lɛ́ɛ kpó ná tíin, ɖo mɛsɛntɔ́ towe mímɛ́ Jezu sín nyǐkɔ mɛ.” "
"After they prayed, the place where they were meeting was shaken. And they were all filled with the Holy Spirit and spoke the word of God boldly. ","Ée yě xo ɖɛ fó ɔ́, fí e yě kplé ɖe ɔ́ dán wǔ. Yɛsinsɛn gɔ́ ayi mɛ nú yě, bɔ yě jɛ Mawuxó jlá jí, kpódó jiɖiɖe kpán. "
"All the believers were one in heart and mind. No one claimed that any of his possessions was his own, but they shared everything they had. ","Nǔɖitɔ́ lɛ́ɛ bǐ sésé ɖó jlǒ ɖokpó ɔ́, bó ɖó linlin ɖokpó ɔ́, bɔ mɛ ɖěbǔ sɔ́ nɔ sɔ́ nǔ e nyí étɔn ɔ́ sɔ́ ylɔ́ étɔn ǎ; lo ɔ́, nǔ e ɖo mɛ ɖokpó ɖokpó sí ɔ́ húzú mɛ bǐ tɔn. "
"With great power the apostles continued to testify to the resurrection of the Lord Jesus, and much grace was upon them all. ","Mɛsɛ́dó lɛ́ɛ ka nɔ́ ɖe kúnnu nú fínfɔ́n sín kú Aklúnɔ Jezu tɔn, kpódó jiɖiɖe kpó, bɔ Mawu tún acɛ dó yě mɛ bǐ jǐ. "
"There were no needy persons among them. For from time to time those who owned lands or houses sold them, brought the money from the sales ","Mɛ ɖé nɔ́ jɛ nǔɖé do ɖo yě mɛ ǎ ɖó mɛ e ɖó ayǐkúngban abǐ xwé lɛ́ɛ nɔ sɔ́ sa, "
"and put it at the apostles' feet, and it was distributed to anyone as he had need. ","bó nɔ́ zé akwɛ́ tɔn wá nú mɛsɛ́dó lɛ́ɛ, bɔ yě nɔ́ má nú mɛ ɖokpó ɖokpó lě e nǔ tɔn hudó e gbɔn é. "
"Joseph, a Levite from Cyprus, whom the apostles called Barnabas (which means Son of Encouragement), ","Mɔ̌ wɛ nya ɖé tíin, bɔ è nɔ ylɔ́ ɛ ɖɔ Jozɛ́fu; mɛsɛ́dó lɛ́ɛ ká sun nyǐ i ɖɔ Baanabási, (tínmɛ tɔn wɛ nyí gbɔdónúmɛtɔ́,) Levíi ví wɛ bɔ è ji i ɖo Cíplu. "
"sold a field he owned and brought the money and put it at the apostles' feet.Now a man named Ananias, together with his wife Sapphira, also sold a piece of property. ","É lɔmɔ̌ sa ayǐkúngban ɖokpó, bó sɔ́ akwɛ́ tɔn wá nú mɛsɛ́dó lɛ́ɛ.Nya ɖé tíin, bó nɔ́ nyí Ananíyasi, bɔ asi tɔn nɔ nyí Safíla. Yě lɔmɔ̌ ɖó gbe kpɔ́, bó sa ayǐkúngban yětɔn. "
"With his wife's full knowledge he kept back part of the money for himself, but brought the rest and put it at the apostles' feet. ","É ɖɔ xá asi tɔn, bɔ yě ɖe akwɛ́ e yě sa ayǐkúngban ɔ́ yí ɔ́ kpo, bɔ é sɔ́ ée kpo ɔ́ yi jó nú mɛsɛ́dó lɛ́ɛ. "
